1,0.317211181413
2,0.312084494719
3,0.30332697055
4,0.302201846349
5,0.299176003287
6,0.299203388404
7,0.297489368847
8,0.29994076439
9,0.296402822674
10,0.294156403173
11,0.290053749436
12,0.28653410679
13,0.285230017979
14,0.285064753148
15,0.282705306799
16,0.280085134499
17,0.27938782736
18,0.278237735414
19,0.278001454351
20,0.276958648015
21,0.277669167982
22,0.276024520575
23,0.275896692592
24,0.276773965011
25,0.275367643086
26,0.274976760009
27,0.274110613512
28,0.273798847409
29,0.273854212396
30,0.27329766741
31,0.272128763024
32,0.272692500628
33,0.27221980519
34,0.27235358554
35,0.271110885262
36,0.271337492692
37,0.271194943144
38,0.270270870125
39,0.270058597751
40,0.27000490423
41,0.269718612125
42,0.269629333815
43,0.269531327999
44,0.269327154149
45,0.269516659064
46,0.268617059933
47,0.268796891598
48,0.26830075319
49,0.268357353966
50,0.268184511393
51,0.268045039538
52,0.267923835251
53,0.267685856467
54,0.268251479282
55,0.268109586059
56,0.267202856003
57,0.266792739931
58,0.267341262561
59,0.266942112631
60,0.266787196747
61,0.266625966885
62,0.266861816438
63,0.266493051052
64,0.26650981851
65,0.266713839382
66,0.266189755118
67,0.266505942277
68,0.266565892828
69,0.26659822203
70,0.266096223261
71,0.265777525597
72,0.265976548421
73,0.265865030349
74,0.266008164955
75,0.265515974296
76,0.26570318553
77,0.265487526925
78,0.266163555082
79,0.265669783491
80,0.265550217757
81,0.265652078841
82,0.265535177123
83,0.265170873181
84,0.264802808724
85,0.264632603009
86,0.265188857816
87,0.265216682637
88,0.265078076583
89,0.265083820885
90,0.26487189827
91,0.264987432134
92,0.264940296801
93,0.264875538415
94,0.264934459481
95,0.265015124363
96,0.265056679704
97,0.264660900961
98,0.264681421968
99,0.264569669727
100,0.26450516601
